DEV005              DEV006              DEV195
4.021454902251696   4.048737491425465   4.07825901879953
4.09920853368811    4.075571951156438   4.137352948868237
4.045243027632477   4.062701479631373   4.053676362866858
4.088122699983379   4.080039859642634   4.116521567366559
4.06756167003806    4.165932643862124   4.180180677757477
4.112470901450094   4.1052615319192105  4.109230396137531
4.118650644266013   4.062609318758371   4.070780888508768
4.163173368001763   4.126095409976477   4.054535379782298
4.172183234864458   4.236565732575791   4.264016068644174
4.159281326003078   4.2353871426310254  4.169152251556041
4.093063231216775   4.166693229714781   4.213135881803952
4.213971441085682   4.159706421883686   4.0995075183399825
4.028328419556809   4.02215904925829    4.019218564128757
4.059900538016197   4.043399014554096   3.988124035680448
4.115208026187797   4.076887129399788   4.053290704174194
4.031112087448675   3.978832125396925   4.031280414970138
4.069897223891677   4.062440908002265   4.003845439208215
4.075932289818948   4.071502903337446   4.083383920791105
4.0083591261015785  4.014110986983387   4.031230934102377
4.061766550467622   4.046615556055961   4.011323684416759
4.161241605439146   4.182160319613373   4.048758657499332
4.119447496284345   4.074230335161298   4.113098983393555
4.093395461361502   4.123840370543979   4.072012543371001
4.157157345164058   4.007626024863836   4.07405724603653
4.024358145092985   4.060585319063087   4.003164390987572
4.032091892152237   3.987383770384577   4.01559155641095
4.173766951404526   4.116765277985077   4.084724901073248
4.153987870879162   4.109348091335401   4.106583541045892
4.1434014444520795  4.086179864296645   4.156125268411092
4.088053790558428   4.032849282844962   4.132847586710328
4.065691355560426   4.066626923512892   4.0844963864184205
4.104173688417568   4.047460308824354   4.0881838205455585
4.0402853622979915  4.0180139212405495  4.0762778167383695
4.008791363223028   4.006105935682879   4.025463126046528
4.050006822015227   3.9817469656197644  4.022341508657081
4.04171450750271    4.002060128912104   4.005518465469012
3.9853927543219965  4.064349736108619   4.046738315156406
4.052801174295614   4.022659816971076   4.071631891335186
4.067058866003444   4.046612813426216   4.097131472097369
4.048167663046794   3.977450252805263   4.091474024248834
4.016556023874689   4.059955057895213   4.0314218442279035
4.056399744168509   4.02249542438373    4.020178687906203
4.069655409110717   3.9863802636202283  4.001386763373061
4.055219834529852   3.997021097725555   3.9906463337053033
4.040702534113101   4.065276195030852   4.041446527370722
4.040132280376567   4.049007048861808   4.026280734479593
4.069156910683636   4.0853077118868795  4.079233546141143
4.038965662980896   4.105855248377605   4.105364799162079
4.1083563673282475  4.1532515917847075  4.226111857650318
4.281179838920949   4.137095377258158   4.178809273139193
4.16921426230908    4.2088234281641395  4.251821671120418
4.254003344030507   4.2166986022044455  4.120233927324819
4.135303055437687   4.039998803070486   4.098337693529694
4.018454029979821   4.124554887204123   4.0669193953411655
4.078455801559142   4.093138723284056   4.170791137043579
4.152743053648814   4.039953021638791   4.038182857132862
4.09307248444034    4.074614232810757   4.073804724096203
4.141738644437238   4.1245279162622115  4.17918520698077
4.181656218504002   4.24645668535235    4.117758531831591
4.164304491663116   4.182571139379529   4.091412748472796
4.1813983916318405  4.212661299332134   4.221605741811007
4.170544123084147   4.216177073961473   4.256153425247869
4.24306555827914    4.145495950595621   4.255384272719818
4.162028238088463   4.258061026251712   4.183343354275644
4.176221798897961   4.236288553004653   4.170070956666482
4.290044119638608   4.259172235739012   4.161255493530367
4.205603289742795   4.219200102150497   4.211560863132499
4.205955165154924   4.192406987284467   4.183752119761253
4.177926367462036   4.136536792548311   4.146638922347168
4.193498913188555   4.176965436272744   4.124249997818049
4.175472397683693   4.135261025705353   4.194153044858413
4.257813908052367   4.105656719998665   4.205394137907694
4.1380384695033285  4.094116575782617   4.21770818379747
4.129911075377845   4.113710267965214   4.115795092397056
4.187666173210154   4.187075095649814   4.2926824342261725
4.167668631510381   4.130552779068675   4.250952327260167
4.144807648298585   4.079394920264497   4.164820817294735
4.170825570498062   4.097708218086758   4.167016838352906
4.164429398326306   4.173924009500114   4.276649005903689
4.299777258158504   4.187660038713793   4.325438397745618
4.086567178672273   4.0976099412821805  4.048205411457274
4.10068830062091    4.139351057786486   4.159113269592724
4.23200444641145    4.1996616237170645  4.25513735005719
4.164635079890221   4.1250712604015884  4.161286222381549
4.07499912796295    4.125475171243982   4.159991870853985
4.099297877862292   4.153798603127296   4.1075505010040505
4.045514175498423   4.027041909795321   4.054730892655844
4.065361486297518   4.09423375828973    4.003715105654694
4.066682013390569   4.043530229651507   4.040442146923378
4.015164703543727   4.048736960584656   3.977414687327123
4.058299723048763   4.040852401811198   4.00274327774921
4.001468678441836   4.065756870031685   4.0564691067598675
3.9935330852456192  3.978195087350415   3.9935732735549294
4.085487929174528   4.064824056788637   3.980876671272906
4.002780243301503   4.008110940913291   4.00032411969675
4.073435082703604   4.040400431238403   4.045532190140328
4.069237604482081   3.9990102417131714  4.019953604836065
4.0198625026447266  4.114476417319631   4.058228119243082
4.147947118445194   4.088917218228713   4.120026513395547
4.13654552222444    4.11237673804602    4.097511028106809
4.029230340234764   4.026571986416105   3.9753722249498105
4.011704809635703   3.9473922718310512  4.011051257770555
4.133427197236835   4.134819054561507   4.119144702943122
4.186265958241184   4.05412878899202    4.087252696409473
4.03968393662253    4.039466836795452   4.030728145737302
4.046376040215652   4.02366084205351    4.044946875151043
4.089020952166744   4.094214365351646   4.057298237849066
4.047516777524142   4.072580439482354   4.091363129290966
4.100929037967141   4.03878059529779    4.072682056409654
4.05749932304553    4.1097165318068605  4.092797646870191
4.150156719808154   4.081769492188413   4.13161872256009
4.088726147089671   4.045291204823936   4.009109419891199
4.197321419450035   4.158754190731318   4.189695827622652
4.27126100529227    4.080702383473378   4.150481017932595
4.248408804324929   4.1014142708646295  4.241276290366086
4.14646170975427    4.131297062603697   4.237136756699526
4.222465597621452   4.178608821157431   4.172711380752714
4.175862576378027   4.262920780335286   4.295168675584682
4.0768884967630195  4.058152204981593   4.1021528050807
4.138304777404266   4.107817653913135   4.081915795087843
4.24622027682543    4.175869252619446   4.136589883168513
4.311419819087087   4.173639082258801   4.26355339103665
4.2373424468419065  4.197643286632008   4.120140970864415
4.152084784283746   4.198560348242348   4.124379458658778
4.0977160880457655  4.13001873928609    4.219583906204484
4.0776835828823375  4.160253312629159   4.066041259374548
4.225726920636411   4.2946699211478325  4.174999663083892
4.202578310232463   4.187807987127222   4.199458943886433
4.203274654806761   4.204328034089459   4.288113272795396
4.295935626325057   4.304178128199669   4.1925826008083105
4.217161484371103   4.131267807981805   4.165447122493708
4.193021787297249   4.136183492213148   4.149354247399422
4.089116722210145   4.072161226165304   4.171094923514159
4.220533963972782   4.213298332879278   4.1856955523283315
4.0379103793504045  4.096547714941228   4.039076705657289
4.103985280679432   4.1257261942368775  4.071566090078468
3.9935001470413907  4.038791548018798   3.9693184855986403
4.017698830941927   4.048114732877046   4.041264297135728
4.104409032773421   4.089199217749895   4.080159941763573
4.13504709266523    4.109102397581567   4.033797288066573
4.066755289846552   4.032726763540781   4.042138946073028
4.087112961850157   4.08656546777706    4.0572473530105615
4.1316883404907285  4.077100160421272   4.08472958497158
4.072745974624042   4.027981671154148   4.073868054304857
4.027833207426928   3.9996149937021728  4.028524608138706
3.9498273615337554  4.00883876453422    4.014981007203342
4.0960639733347906  4.076862412983953   4.018020196458874
4.058540244821679   4.024232685041582   4.042415352588073
4.0484140954869305  4.078519601452319   4.047654201101795
4.038135098312794   4.076679116690714   4.0496730685718685
4.024504166232292   4.089185782945311   4.086340375464083
4.066552563586099   4.105994594580187   4.034626847345217
4.054943706223436   4.0698834770275845  4.05794639809576
4.102167854560775   4.028784333182632   4.069970309769938
4.027345163004482   4.0819592794645185  4.025772655435337
4.108628236587894   4.064873365922906   4.15186675895425
3.9527263591414163  3.9874034063729393  3.970702542805095
4.017580302882052   4.043748228543602   4.058289330329214
3.9871670089832136  4.042418226624023   4.031496650749595
3.9513580462277336  3.944325960524299   4.066960006156524
4.078088265409463   4.079080528837934   4.084727910598024
4.061180783207506   4.100539259788754   4.073235409646299
4.041961313846366   4.174497313305186   4.1234912098151675
4.054714110343999   4.054208878779692   4.099111668586214
4.018704748823712   4.063043615312176   4.011610086613321
4.06033066247831    4.078574850441248   4.026008439904246
4.044960148808636   4.062131579702891   4.036314260516201
4.045634185159356   4.06237679505652    4.036431524255816
4.104245684723892   4.036181423536679   4.092870266741761
4.102109471905675   4.114334500188583   4.161730498915524
